# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	Map\Gimmick!(J)-Level1_bank.png	255	0	0
10	textures\gimmick_right.png	0	0	255
20	textures\gimmick_left.png	0	0	255
30	textures\stage1.png	215	121	214
40	textures\NES - Gimmick Mr Gimmick - Intro.png	200	205	250
41	textures\INTRO_GATE.png	255	174	201

[MAP]
# TotalRowsOfMap	TotalColumnsOfMap	TotalRowsOfTileSet		TotalColumnsOfTileSet	TileSetID	MapMatrixPath

48	128	40	11	0	Map\Gimmick!(J)-Level1_map.txt

# id	left	top	right	bottom	texture_id
[SPRITES]
# GIMMICK
# idle right					
20101	2	2	18	21	10
20102	22	2	38	21	10
# idle left					
20151	399	2	415	21	20
20152	379	2	395	21	20
# walk right					
20201	2	24	18	43	10
20202	21	24	37	43	10
20203	39	24	55	43	10
20204	58	24	74	43	10
20205	79	24	95	43	10
20206	99	24	115	43	10
# walk left					
20251	399	24	415	43	20
20252	380	24	396	43	20
20253	362	24	378	43	20
20254	343	24	359	43	20
20255	322	24	338	43	20
20256	302	24	318	43	20
# jump right					
20301	2	46	18	70	10
# jump left					
20351	399	46	415	70	20
# pipe right
# pipe left
# stun right
# stun left

#COLWHEELSMALL
30001	69	205	85	221	30
30002	69	222	85	238	30
30003	69	239	85	255	30
30004	69	256	85	272	30

# COLWHEEL
# TopRight
40001	18	205	34	221	30
40002	52	205	68	221	30
40003	18	239	34	255	30
40004	52	239	68	255	30
# BotRight
40011	18	222	34	238	30
40012	52	222	68	238	30
40013	 18	256	34	272	30
40014	52	256	68	272	30
# BotLeft
40021	1	222	17	238	30
40022	35	222	51	238	30
40023	1	256	17	272	30
40024	35	256	51	272	30
# TopLeft
40031	1	205	17	221	30
40032	35	205	51	221	30
40033	1	239	17	255	30
40034	35	239	51	255	30

# CHAIN
# TopRight					
50001	1	290	17	306	30
50002	18	290	34	306	30
50003	35	290	51	306	30
50004	52	290	68	306	30
# BotRight				
50011	1	307	17	323	30
50012	18	307	34	323	30
50013	35	307	51	323	30
50014	52	307	68	323	30
# BotLeft					
50021	1	324	17	340	30
50022	18	324	34	340	30
50023	35	324	51	340	30
50024	52	324	68	340	30
# TopLeft					
50031	1	273	17	289	30
50032	18	273	34	289	30
50033	35	273	51	289	30
50034	52	273	68	289	30
# Down					
50041	1	341	17	357	30
50042	18	341	34	357	30
50043	35	341	51	357	30
50044	52	341	68	357	30
#Up					
50051	1	358	17	374	30
50052	18	358	34	374	30
50053	35	358	51	374	30
50054	52	358	68	374	30

# BLUEFIRE
60001	103	154	119	170	30
60002	120	154	136	170	30
60003	137	154	153	170	30
60004	154	154	170	170	30

# CONVEYOR
# right
80001	1	171	17	187	30
80002	18	171	34	187	30
80003	35	171	51	187	30
80004	52	171	68	187	30

# left
